AT1G08840	locus:2025610	emb2411	embryo defective 2411	9751	Chr1	2829105	2838855	A. thaliana	DNA replication helicase;(source:Araport11)	Encodes a homolog of human and yeast DNA2. Mutants have increased sensitivity to DNA damage stress.	DNA replication helicase, putative	emb2411, JHS1
AT1G09280	locus:2195286	AT1G09280	""	3263	Chr1	2998100	3001362	A. thaliana	rhodanese-like domain protein;(source:Araport11)	""	""	""
AT1G09795	locus:505006113	ATP-PRT2	ATP phosphoribosyl transferase 2	3377	Chr1	3173534	3176910	A. thaliana	ATP phosphoribosyl transferase 2;(source:Araport11)	ATP phosphoribosyl transferase, catalyses first step of histidine biosynthesis	ATP phosphoribosyl transferase 2	ATATP-PRT2, ATP-PRT2, HISN1B
AT1G10010	locus:2201871	AAP8	amino acid permease 8	2938	Chr1	3265886	3268823	A. thaliana	amino acid permease 8;(source:Araport11)	Encodes a high affinity amino acid transporter that is probably responsible for import of organic nitrogen into developing seeds. One of eight gene family members that encode amino acid permeases.  Most closely related to AAP1 (75%) identity.	amino acid permease 8	AAP8, ATAAP8
AT1G10095	locus:1005716686	AT1G10095	""	4001	Chr1	3296516	3300516	A. thaliana	Protein prenylyltransferase superfamily protein;(source:Araport11)	""	Protein prenylyltransferase superfamily protein	""
AT1G10380	locus:2012863	AT1G10380	""	1867	Chr1	3400554	3402420	A. thaliana	Putative membrane lipoprotein;(source:Araport11)	""	Putative membrane lipoprotein	""
AT1G10460	locus:2194569	GLP7	germin-like protein 7	1330	Chr1	3439030	3440359	A. thaliana	germin-like protein 7;(source:Araport11)	germin-like protein (GLP7)	germin-like protein 7	GLP7
AT1G10810	locus:2196446	AT1G10810	""	1795	Chr1	3599083	3600877	A. thaliana	NAD(P)-linked oxidoreductase superfamily protein;(source:Araport11)	""	NAD(P)-linked oxidoreductase superfamily protein	""
AT1G10890	locus:2197464	AT1G10890	""	3163	Chr1	3627646	3630808	A. thaliana	arginine/glutamate-rich 1 protein;(source:Araport11)	""	""	""
AT1G10930	locus:2197394	RECQ4A	""	7810	Chr1	3647876	3655685	A. thaliana	DNA helicase (RECQl4A);(source:Araport11)	DNA helicase involved in the maintenance of genome stability by modulation of the DNA damage response and suppression of homologous recombination.	DNA helicase (RECQl4A)	ATRECQ4A, ATSGS1, RECQ4A
AT1G11760	locus:2027377	MED32	""	1309	Chr1	3971986	3973294	A. thaliana	mediator of RNA polymerase II transcription subunit-like protein;(source:Araport11)	Required for expression of CBF-controlled cold-responsive genes. Required for recruitment of the Mediator complex and RNA polymerase II to CBF-controlled cold-responsive genes. MED32 has now been annotated as the MED2 subunit of the Mediator complex.	""	MED2, MED32
AT1G11870	locus:2008865	SRS	Seryl-tRNA synthetase	3259	Chr1	4003757	4007015	A. thaliana	Seryl-tRNA synthetase;(source:Araport11)	Seryl-tRNA synthetase targeted to chloroplasts and mitochondria. Its inactivation causes developmental arrest of chloroplasts and mitochondria in Nicotiana benthamiana.	Seryl-tRNA synthetase	ATSRS, OVA7, SRS
AT1G11890	locus:2008960	SEC22	SECRETION 22	2348	Chr1	4010757	4013104	A. thaliana	Synaptobrevin family protein;(source:Araport11)	member of SEC22 Gene Family	Synaptobrevin family protein	ATSEC22, SEC22
AT1G12580	locus:2034720	PEPKR1	phosphoenolpyruvate carboxylase-related kinase 1	3083	Chr1	4282794	4285876	A. thaliana	phosphoenolpyruvate carboxylase-related kinase 1;(source:Araport11)	""	phosphoenolpyruvate carboxylase-related kinase 1	PEPKR1
AT1G12700	locus:2195103	RPF1	RNA processing factor 1	2845	Chr1	4323533	4326377	A. thaliana	RNA processing FACTOR;(source:Araport11)	Encodes RNA PROCESSING FACTOR 1 (RPF1), a pentatricopeptide repeat (PPR) protein of the P-class containing canonical PPR-repeats. RPF1 is required for the 5’-end processing of the nad4 mRNA in mitochondria. Ler and other accessions impaired in processing of the nad4 mRNA 5&#8242;-end, contain a single nucleotide polymorphism (SNP) 807 nucleotides downstream of the predicted translation start codon (G807A). The resulting premature translation termination codon abolishes the function of the RPF1 gene in Ler.	ATP binding;nucleic acid binding;helicases	RPF1
AT1G12775	locus:1009023134	AT1G12775	""	2088	Chr1	4353842	4355929	A. thaliana	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)	""	Pentatricopeptide repeat (PPR) superfamily protein	""
AT1G13530	locus:2010017	AT1G13530	""	1540	Chr1	4633590	4635129	A. thaliana	hypothetical protein (DUF1262);(source:Araport11)	soluble N-ethylmaleimide-sensitive factor (NSF) adaptor protein	Protein of unknown function (DUF1262)	SNAP30
AT1G13750	locus:2023870	AT1G13750	""	2876	Chr1	4715394	4718269	A. thaliana	Purple acid phosphatases superfamily protein;(source:Araport11)	Encodes a purple acid phosphatase whose expression is responsive to both phosphate (Pi) and phosphite (Phi) in roots.	Purple acid phosphatases superfamily protein	ATPAP1, PAP1
AT1G13820	locus:2014774	AT1G13820	""	2437	Chr1	4735474	4737910	A. thaliana	alpha/beta-Hydrolases superfamily protein;(source:Araport11)	""	alpha/beta-Hydrolases superfamily protein	""
AT1G14730	locus:2006752	AT1G14730	""	1768	Chr1	5073031	5074798	A. thaliana	Cytochrome b561/ferric reductase transmembrane protein family;(source:Araport11)	""	Cytochrome b561/ferric reductase transmembrane protein family	""
AT1G15120	locus:2037838	AT1G15120	""	1902	Chr1	5202593	5204494	A. thaliana	Ubiquinol-cytochrome C reductase hinge protein;(source:Araport11)	""	Ubiquinol-cytochrome C reductase hinge protein	""
AT1G15140	locus:2037708	AT1G15140	""	2169	Chr1	5210181	5212349	A. thaliana	FAD/NAD(P)-binding oxidoreductase;(source:Araport11)	""	FAD/NAD(P)-binding oxidoreductase	FNRL
AT1G15215	locus:1005716727	SHH1	SAWADEE homeodomain homolog 1	2008	Chr1	5238044	5240051	A. thaliana	SAWADEE HOMEODOMAIN protein;(source:Araport11)	Encodes SHH1, a homeodomain protein required for DNA methylation. It is an atypical RNA-directed DNA methylation component, and functions in transcriptional silencing through both DNA methylation-dependent and -independent pathways.	""	DTF1, SHH1
AT1G16800	locus:2015596	AT1G16800	""	10985	Chr1	5744484	5755468	A. thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)	""	P-loop containing nucleoside triphosphate hydrolases superfamily protein	""
AT1G16970	locus:2035495	KU70	KU70 homolog	5045	Chr1	5800767	5805811	A. thaliana	ATP-dependent DNA helicase 2 subunit Ku70-like protein;(source:Araport11)	Ku80 and ku70 form the heterodimer complex Ku, required for proper maintenance of  the telomeric C strand. Ku regulates the extension of the telomeric G strand. Interacts with WEX, and this interaction stimulates the WEX exonuclease activity.	KU70 homolog	ATKU70, KU70
AT1G17020	locus:2020407	SRG1	senescence-related gene 1	1934	Chr1	5820080	5822013	A. thaliana	senescence-related gene 1;(source:Araport11)	Encodes a novel member of the Fe(II)/ascorbate oxidase gene family; senescence-related gene.	senescence-related gene 1	ATSRG1, SRG1
AT1G17100	locus:2020307	HBP1	haem-binding protein 1	1016	Chr1	5844646	5845661	A. thaliana	SOUL heme-binding family protein;(source:Araport11)	""	SOUL heme-binding family protein	AtHBP1, HBP1, SOUL1
AT1G17180	locus:2020312	GSTU25	glutathione S-transferase TAU 25	1101	Chr1	5872024	5873124	A. thaliana	glutathione S-transferase TAU 25;(source:Araport11)	Encodes glutathione transferase belonging to the tau class of GSTs. Naming convention according to Wagner et al. (2002).  Detoxification of the environmental pollutant 2,4,6-trinitrotoluene. Arabidopsis plant over-expressing At1g17180 were more resistant to TNT, removed more TNT from sterile and soil-based media, and had reduced levels of glutathione when grown in the presence of TNT.	glutathione S-transferase TAU 25	ATGSTU25, GSTU25
AT1G17500	locus:2007858	AT1G17500	""	5696	Chr1	6017808	6023503	A. thaliana	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein;(source:Araport11)	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein. ALA4 acts    redundantly with ALA3, ALA5, ALA9, ALA10 and ALA11 in root and shoot development	ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	ALA4
AT1G17530	locus:2007893	TIM23-1	translocase of inner mitochondrial membrane 23	1629	Chr1	6027487	6029115	A. thaliana	translocase of inner mitochondrial membrane 23;(source:Araport11)	Encodes a translocase of inner mitochondrial membrane.	translocase of inner mitochondrial membrane 23	ATTIM23-1, TIM23-1
AT1G17840	locus:2030898	ABCG11	ATP-binding cassette G11	4120	Chr1	6142402	6146521	A. thaliana	white-brown complex-like protein;(source:Araport11)	Encodes a plasma membrane-localized ATP-binding cassette transporter, that is required for cutin  transport to the extracellular matrix. The mRNA is cell-to-cell mobile.	white-brown complex homolog protein 11	ABCG11, AtABCG11, ATWBC11, COF1, DSO, WBC11
AT1G17870	locus:2030938	EGY3	ETHYLENE-DEPENDENT GRAVITROPISM-DEFICIENT AND YELLOW-GREEN-LIKE 3	2284	Chr1	6149939	6152222	A. thaliana	ethylene-dependent gravitropism-deficient and yellow-green-like 3;(source:Araport11)	S2P-like putative metalloprotease, also contain transmembrane helices near their C-termini and many of them, five of seven, contain a conserved zinc-binding motif HEXXH. Homolog of EGY1. Each of the EGY1 and EGY-like proteins share two additional highly conserved motifs, the previously reported NPDG motif (aa 442–454 in EGY1, Rudner et al., 1999) and a newly defined GNLR motif (aa 171–179 in EGY1). The GNLR motif is a novel signature motif unique to EGY1 and EGY-like proteins as well as other EGY1 orthologs found in cyanobacteria.	ethylene-dependent gravitropism-deficient and yellow-green-like 3	ATEGY3, EGY3
AT1G18390	locus:2014154	AT1G18390	""	4644	Chr1	6325536	6330179	A. thaliana	Serine/Threonine kinase family catalytic domain protein;(source:Araport11)	""	Protein kinase superfamily protein	LRK10L1.1, LRK10L1.2
AT1G19100	locus:2011226	DMS11	DEFECTIVE IN MERISTEM SILENCING 11	6473	Chr1	6594883	6601355	A. thaliana	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein;(source:Araport11)	Encodes a member of the conserved Microrchidia (MORC) adenosine triphosphatase (ATPase) family, predicted to catalyze alterations in chromosome superstructure. Required for heterochromatin condensation and gene silencing.	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase family protein	AtMORC6, DMS11, MORC6
AT1G19540	locus:2016482	AT1G19540	""	2638	Chr1	6765653	6768290	A. thaliana	NmrA-like negative transcriptional regulator family protein;(source:Araport11)	""	NmrA-like negative transcriptional regulator family protein	""
AT1G19640	locus:2013149	JMT	jasmonic acid carboxyl methyltransferase	3035	Chr1	6788885	6791919	A. thaliana	jasmonic acid carboxyl methyltransferase;(source:Araport11)	Encodes a S-adenosyl-L-methionine:jasmonic acid carboxyl methyltransferase that catalyzes the formation of methyljasmonate from jasmonic acid.  Its expression is induced in response to wounding or methyljasmonate treatment.	jasmonic acid carboxyl methyltransferase	JMT
AT1G20160	locus:2198656	ATSBT5.2	""	3348	Chr1	6990642	6993989	A. thaliana	Subtilisin-like serine endopeptidase family protein;(source:Araport11)	Encodes two isoforms. One (SBT5.2(a) ) is a secreted, cell wall localized subtilisin-like serine protease that is involved in regulation of stomatal development. The second isoform (SBT5.2(b) is localized to endosomes.	Subtilisin-like serine endopeptidase family protein	ATSBT5.2, CRSP, SBT5.2(a), SBT5.2(b)
AT1G20510	locus:2034392	OPCL1	OPC-8:0 CoA ligase1	2760	Chr1	7103362	7106121	A. thaliana	OPC-8:0 CoA ligase1;(source:Araport11)	""	OPC-8:0 CoA ligase1	OPCL1
AT1G20960	locus:2037375	emb1507	embryo defective 1507	8673	Chr1	7301599	7310271	A. thaliana	U5 small nuclear ribonucleoprotein helicase;(source:Araport11)	Similar to DEAD/DExH box ATP-dependent RNA helicase . Required for proper splicing of FLC. Mutants have reduced FLC levels and are early flowering.	U5 small nuclear ribonucleoprotein helicase, putative	BRR2, BRR2a, emb1507
AT1G22040	locus:2030601	AT1G22040	""	2293	Chr1	7767924	7770216	A. thaliana	Galactose oxidase/kelch repeat superfamily protein;(source:Araport11)	""	Galactose oxidase/kelch repeat superfamily protein	""
AT1G22110	locus:2030586	AT1G22110	""	3555	Chr1	7800507	7804061	A. thaliana	structural constituent of ribosome;(source:Araport11)	""	structural constituent of ribosome	""
AT1G22430	locus:2009522	AT1G22430	""	2817	Chr1	7919077	7921893	A. thaliana	GroES-like zinc-binding dehydrogenase family protein;(source:Araport11)	""	GroES-like zinc-binding dehydrogenase family protein	""
AT1G22540	locus:2009487	AT1G22540	""	2624	Chr1	7963813	7966436	A. thaliana	Major facilitator superfamily protein;(source:Araport11)	""	Major facilitator superfamily protein	NPF5.10
AT1G23260	locus:2028085	MMZ1	MMS ZWEI homologue 1	1872	Chr1	8256854	8258725	A. thaliana	MMS ZWEI homologue 1;(source:Araport11)	MMZ1/UEV1A encodes a protein that may play a role in DNA damage responses and error-free post-replicative DNA repair by participating in lysine-63-based polyubiquitination reactions. UEV1A can form diubiquitin and triubiquitin chains in combination with UBC13A/UBC35 in vitro. It can also functionally complement an mms2 mutation in budding yeast, both by increasing mms2 mutant viability in the presence of the DNA damaging agent MMS, and by reducing the rate of spontaneous DNA mutation. However, a combination of MMZ1/UEV1A and UBC13A do not do a good job of rescuing an mms2 ubc13 double mutant in yeast. MMZ1/UEV1A transcripts are found at low levels in most plant organs, but cannot be detected in the pollen. Transcript levels do not appear to be stress-inducible. The uev1a-1 mutant shows normal sensitivity to MMS in germination assays suggesting that UEV1A is not required for DNA damage tolerance during this developmental stage.	MMS ZWEI homologue 1	MMZ1, UEV1A
AT1G23730	locus:2034797	BCA3	beta carbonic anhydrase 3	2922	Chr1	8395466	8398387	A. thaliana	beta carbonic anhydrase 3;(source:Araport11)	""	beta carbonic anhydrase 3	ATBCA3, BCA3
AT1G24400	locus:2024071	LHT2	lysine histidine transporter 2	2509	Chr1	8651407	8653915	A. thaliana	lysine histidine transporter 2;(source:Araport11)	High-affinity transporter for neutral and acidic amino acids, expressed in tapetum tissue of anthers. Transport of 1-Aminocyclopropane-1-carboxylic acid (ACC).	lysine histidine transporter 2	AATL2, ATLHT2, LHT2
AT1G26310	locus:2028830	CAL	CAULIFLOWER	3651	Chr1	9099994	9103644	A. thaliana	K-box region and MADS-box transcription factor family protein;(source:Araport11)	Floral homeotic gene encoding a MADS domain protein homologous to AP1. Enhances the flower to shoot transformation in ap1 mutants.	K-box region and MADS-box transcription factor family protein 	AGL10, CAL, CAL1
AT1G26360	locus:2197975	MES13	methyl esterase 13	2406	Chr1	9118822	9121227	A. thaliana	methyl esterase 13;(source:Araport11)	Encodes a protein predicted to act as a carboxylesterase. It has similarity to the SABP2 methyl salicylate esterase from tobacco but no enzymatic activity has been identified for this protein.	methyl esterase 13	ATMES13, MES13
AT1G26560	locus:2197960	BGLU40	beta glucosidase 40	3756	Chr1	9178212	9181967	A. thaliana	beta glucosidase 40;(source:Araport11)	""	beta glucosidase 40	BGLU40
AT1G27320	locus:2015964	HK3	histidine kinase 3	5744	Chr1	9486889	9492632	A. thaliana	histidine kinase 3;(source:Araport11)	Encodes a histidine kinases, a cytokinin receptor that controls cytokinin-mediated leaf longevity through a specific phosphorylation of the response regulator, ARR2. The mRNA is cell-to-cell mobile.	histidine kinase 3	AHK3, HK3
AT1G27520	locus:2196874	AT1G27520	""	3924	Chr1	9558562	9562485	A. thaliana	Glycosyl hydrolase family 47 protein;(source:Araport11)	""	Glycosyl hydrolase family 47 protein	MNS5
AT1G28110	locus:2010454	SCPL45	serine carboxypeptidase-like 45	3259	Chr1	9803641	9806899	A. thaliana	serine carboxypeptidase-like 45;(source:Araport11)	""	serine carboxypeptidase-like 45	SCPL45
AT1G28140	locus:2010499	AT1G28140	""	2635	Chr1	9831876	9834510	A. thaliana	integral membrane family protein;(source:Araport11)	""	""	""
AT1G28360	locus:2032510	ERF12	ERF domain protein 12	1344	Chr1	9951762	9953105	A. thaliana	ERF domain protein 12;(source:Araport11)	encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family (ERF12). The protein contains one AP2 domain. There are 15 members in this subfamily including ATERF-3, ATERF-4, ATERF-7, and leafy petiole. Regulates floral development.	ERF domain protein 12	ATERF12, ERF12
AT1G28960	locus:2018773	NUDX15	nudix hydrolase homolog 15	2239	Chr1	10109500	10111738	A. thaliana	nudix hydrolase homolog 15;(source:Araport11)	Encodes a ppGpp pyrophosphohydrolase.	nudix hydrolase homolog 15	ATNUDT15, ATNUDX15, NUDX15
AT1G29450	locus:2013608	AT1G29450	""	1043	Chr1	10305553	10306595	A. thaliana	SAUR-like auxin-responsive protein family;(source:Araport11)	""	SAUR-like auxin-responsive protein family 	SAUR64
AT1G29810	locus:2019297	AT1G29810	""	2185	Chr1	10435374	10437558	A. thaliana	Transcriptional coactivator/pterin dehydratase;(source:Araport11)	""	Transcriptional coactivator/pterin dehydratase	""
AT1G30090	locus:2198304	AT1G30090	""	2050	Chr1	10559496	10561545	A. thaliana	Galactose oxidase/kelch repeat superfamily protein;(source:Araport11)	""	Galactose oxidase/kelch repeat superfamily protein	""
AT1G30440	locus:2028160	AT1G30440	""	3687	Chr1	10758743	10762429	A. thaliana	Phototropic-responsive NPH3 family protein;(source:Araport11)	""	Phototropic-responsive NPH3 family protein	""
AT1G30450	locus:2028170	CCC1	cation-chloride co-transporter 1	6909	Chr1	10762708	10769616	A. thaliana	cation-chloride co-transporter 1;(source:Araport11)	member of Cation-chloride co-transporter family	cation-chloride co-transporter 1	ATCCC1, CCC1, HAP5
AT1G31690	locus:2028636	AT1G31690	""	4092	Chr1	11343854	11347945	A. thaliana	Copper amine oxidase family protein;(source:Araport11)	""	Copper amine oxidase family protein	CuAO&#945;2
AT1G31950	locus:2034511	AT1G31950	""	2926	Chr1	11475623	11478548	A. thaliana	Terpenoid cyclases/Protein prenyltransferases superfamily protein;(source:Araport11)	""	Terpenoid cyclases/Protein prenyltransferases superfamily protein	""
AT1G32280	locus:2028341	AT1G32280	""	813	Chr1	11646189	11647001	A. thaliana	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein;(source:Araport11)	Encodes a homolog of the barley endosperm-specific gene END1 with seed and pollen specific expression.	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	AtEND1, END1
AT1G32310	locus:2028296	SAMBA	SAMBA	1334	Chr1	11653500	11654833	A. thaliana	valine-tRNA ligase;(source:Araport11)	Encodes a plant-specific negative regulator of the APC/C complex. It is expressed during embryogenesis and early plant development and plays a key role in organ size control. Mutants are defective in mitosis I of pollen development, resulting in pollen without sperm nuclei.	""	SAMBA
AT1G32940	locus:2037895	SBT3.5	""	3934	Chr1	11937183	11941116	A. thaliana	Subtilase family protein;(source:Araport11)	""	Subtilase family protein	AtSBT3.5, SBT3.5
AT1G33420	locus:2006882	AT1G33420	""	2691	Chr1	12120886	12123576	A. thaliana	RING/FYVE/PHD zinc finger superfamily protein;(source:Araport11)	""	RING/FYVE/PHD zinc finger superfamily protein	""
AT1G34065	locus:505006167	SAMC2	S-adenosylmethionine carrier 2	2609	Chr1	12398428	12401036	A. thaliana	S-adenosylmethionine carrier 2;(source:Araport11)	""	S-adenosylmethionine carrier 2	SAMC2
AT1G34070	locus:2009016	AT1G34070	""	927	Chr1	12402283	12403209	A. thaliana	Copia-like polyprotein/retrotransposon;(source:Araport11)	""	""	""
AT1G35420	locus:2008658	AT1G35420	""	1486	Chr1	13026206	13027691	A. thaliana	alpha/beta-Hydrolases superfamily protein;(source:Araport11)	""	alpha/beta-Hydrolases superfamily protein	""
AT1G36280	locus:2013215	AT1G36280	""	2619	Chr1	13640508	13643126	A. thaliana	L-Aspartase-like family protein;(source:Araport11)	""	L-Aspartase-like family protein	""
AT1G42430	locus:2035898	AT1G42430	""	3296	Chr1	15891281	15894576	A. thaliana	inactive purple acid phosphatase-like protein;(source:Araport11)	Novel plant specific, chloroplast localized protein that is  involved in regulation of starch degradation.	""	ESV1
AT1G43245	locus:504956288	AT1G43245	""	2585	Chr1	16308510	16311094	A. thaliana	SET domain-containing protein;(source:Araport11)	""	SET domain-containing protein	""
AT1G43670	locus:2031103	FBP	fructose-1,6-bisphosphatase	3203	Chr1	16467298	16470500	A. thaliana	Inositol monophosphatase family protein;(source:Araport11)	Encodes a fructose-1,6-bisphosphatase. This enzyme, in addition to catalyzing the formation of fructose-6-phosphate for sucrose biosynthesis, appears to play a role in fructose-mediated signaling that is independent of its enzymatic activity. atcfbp-1/fins1 mutants have reduced photosynthetic rates, elevated levels of starch and reduced levels of sucrose during the day. Although the protein is expected to be cytosolic, a GFP-tagged version localizes to the cytoplasm and the nucleus. The mRNA is cell-to-cell mobile.	Inositol monophosphatase family protein	AtcFBP, cyfbp, FBP, FINS1
AT1G43790	locus:2029132	TED6	tracheary element differentiation-related 6	783	Chr1	16575759	16576541	A. thaliana	tracheary element differentiation-related 6;(source:Araport11)	""	tracheary element differentiation-related 6	TED6
AT1G44000	locus:2037154	AT1G44000	""	1710	Chr1	16708004	16709713	A. thaliana	STAY-GREEN-like protein;(source:Araport11)	""	""	SGRL
AT1G44770	locus:2194829	AT1G44770	""	2036	Chr1	16907537	16909572	A. thaliana	elongation factor;(source:Araport11)	""	""	""
