AT1G09890	locus:2024427	AT1G09890	""	3555	Chr1	3214049	3217603	A. thaliana	Rhamnogalacturonate lyase family protein;(source:Araport11)	""	Rhamnogalacturonate lyase family protein	""
AT1G09910	locus:2024331	AT1G09910	""	4507	Chr1	3220035	3224541	A. thaliana	Rhamnogalacturonate lyase family protein;(source:Araport11)	""	Rhamnogalacturonate lyase family protein	""
AT1G10010	locus:2201871	AAP8	amino acid permease 8	2938	Chr1	3265886	3268823	A. thaliana	amino acid permease 8;(source:Araport11)	Encodes a high affinity amino acid transporter that is probably responsible for import of organic nitrogen into developing seeds. One of eight gene family members that encode amino acid permeases.  Most closely related to AAP1 (75%) identity.	amino acid permease 8	AAP8, ATAAP8
AT1G11290	locus:2202074	CRR22	CHLORORESPIRATORY REDUCTION22	2921	Chr1	3791168	3794088	A. thaliana	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)	Pentatricopeptide Repeat Protein containing the DYW motif. Required for editing of multiple plastid transcripts. Endonuclease activity.	Pentatricopeptide repeat (PPR) superfamily protein	CRR22
AT1G11340	locus:2200111	AT1G11340	""	3514	Chr1	3813907	3817420	A. thaliana	G-type lectin S-receptor-like Serine/Threonine-kinase;(source:Araport11)	""	S-locus lectin protein kinase family protein	""
AT1G13750	locus:2023870	AT1G13750	""	2876	Chr1	4715394	4718269	A. thaliana	Purple acid phosphatases superfamily protein;(source:Araport11)	Encodes a purple acid phosphatase whose expression is responsive to both phosphate (Pi) and phosphite (Phi) in roots.	Purple acid phosphatases superfamily protein	ATPAP1, PAP1
AT1G13770	locus:2023885	RUS3	ROOT UV-B SENSITIVE 3	2947	Chr1	4721574	4724520	A. thaliana	root UVB sensitive protein (Protein of unknown function, DUF647);(source:Araport11)	""	Protein of unknown function, DUF647	RUS3
AT1G14220	locus:2035871	AT1G14220	""	1212	Chr1	4858450	4859661	A. thaliana	Ribonuclease T2 family protein;(source:Araport11)	""	Ribonuclease T2 family protein	""
AT1G16060	locus:2200477	ADAP	ARIA-interacting double AP2 domain protein	3426	Chr1	5508311	5511736	A. thaliana	ARIA-interacting double AP2 domain protein;(source:Araport11)	Encodes ADAP, an AP2-domain protein that interacts with ARIA.  ADAP is a positive regulator of the ABA response and is also involved in regulating seedling growth.	ARIA-interacting double AP2 domain protein	ADAP, WRI3
AT1G16470	locus:2032820	PAB1	proteasome subunit PAB1	2938	Chr1	5622746	5625683	A. thaliana	proteasome subunit PAB1;(source:Araport11)	Encodes 20S proteasome subunit PAB1 (PAB1).	proteasome subunit PAB1	PAB1
AT1G16700	locus:2015636	AT1G16700	""	2420	Chr1	5709624	5712043	A. thaliana	Alpha-helical ferredoxin;(source:Araport11)	""	Alpha-helical ferredoxin	""
AT1G16780	locus:2015626	VHP2;2	""	5169	Chr1	5739468	5744636	A. thaliana	Inorganic H pyrophosphatase family protein;(source:Araport11)	Encodes a type II H+-PPases that localizes to and function as a proton pump of the Golgi apparatus in most tissues except for mature leaves.	Inorganic H pyrophosphatase family protein	AtVHP2;2, VHP2;2
AT1G17080	locus:2020317	AT1G17080	""	1477	Chr1	5840269	5841745	A. thaliana	Ribosomal protein L18ae family;(source:Araport11)	""	Ribosomal protein L18ae family	""
AT1G17160	locus:2020337	AT1G17160	""	1902	Chr1	5867535	5869436	A. thaliana	pfkB-like carbohydrate kinase family protein;(source:Araport11)	RBSK is a plastid localized ribokinase involved in nucleoside metabolism. It is the only member of this gene family in Arabidopsis.	pfkB-like carbohydrate kinase family protein	RBSK
AT1G17860	locus:2030923	AT1G17860	""	861	Chr1	6149178	6150038	A. thaliana	Kunitz family trypsin and protease inhibitor protein;(source:Araport11)	Member of Kunitz trypsin inhibitor (KTI) family involved in plant defense response against spider mites.	Kunitz family trypsin and protease inhibitor protein	AtKTI5
AT1G18040	locus:2194045	CDKD1;3	cyclin-dependent kinase D1;3	2658	Chr1	6206871	6209528	A. thaliana	cyclin-dependent kinase D1;(source:Araport11)	""	cyclin-dependent kinase D1;3	AT;CDCKD;3, CAK2AT, CDKD1;3
AT1G18190	locus:2194075	GC2	golgin candidate 2	3651	Chr1	6257851	6261501	A. thaliana	golgin Putative 2;(source:Araport11)	This gene is predicted to encode a protein that functions as a Golgi apparatus structural component known as a golgin in mammals and yeast.  A fluorescently-tagged version of GC2 co-localizes with Golgi markers, and this localization appears to be replicated using the C-terminal (508–668 aa) portion of the protein.	golgin candidate 2	GC2
AT1G18270	locus:2014094	AT1G18270	""	10624	Chr1	6283370	6293993	A. thaliana	ketose-bisphosphate aldolase class-II family protein;(source:Araport11)	""	ketose-bisphosphate aldolase class-II family protein	""
AT1G19380	locus:2016372	AT1G19380	""	985	Chr1	6697874	6698858	A. thaliana	sugar, putative (DUF1195);(source:Araport11)	""	Protein of unknown function (DUF1195)	""
AT1G19630	locus:2013159	CYP722A1	cytochrome P450, family 722, subfamily A, polypeptide 1	4373	Chr1	6783803	6788175	A. thaliana	cytochrome P450, family 722, subfamily A, polypeptide 1;(source:Araport11)	""	cytochrome P450, family 722, subfamily A, polypeptide 1	CYP722A1
AT1G19670	locus:2013129	CLH1	chlorophyllase 1	1607	Chr1	6803486	6805092	A. thaliana	chlorophyllase 1;(source:Araport11)	Chlorophyllase is the first enzyme involved in chlorophyll degradation. It catalyzes the hydrolysis of the ester bond to yield chlorophyllide and phytol. AtCLH1 lacks a typical signal sequence for the chloroplast.  Its expression is induced rapidly by methyljasmonate, a known promoter of senescence and chlorophyll degradation.	chlorophyllase 1	ATCLH1, ATHCOR1, CLH1, CORI1
AT1G20440	locus:2034376	COR47	cold-regulated 47	2465	Chr1	7084409	7086873	A. thaliana	cold-regulated 47;(source:Araport11)	Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments. Cold regulated gene, amino acid sequence homology with Group II LEA (late  embryogenesis abundant) proteins. Also responds to osmotic stress, ABA, dehydration and inhibits e.coli growth while overexpressed. COR47 and RAB18 double overexpressor plants are cold tolerant. Regulated by heat shock.	cold-regulated 47	AtCOR47, COR47, RD17
AT1G20925	locus:504956196	AT1G20925	""	2608	Chr1	7289973	7292580	A. thaliana	Auxin efflux carrier family protein;(source:Araport11)	Member of family of proteins that are similar to PIN auxin transporter.	Auxin efflux carrier family protein	PILS1
AT1G21930	locus:2201123	AT1G21930	""	1641	Chr1	7712819	7714459	A. thaliana	transmembrane protein;(source:Araport11)	""	""	""
AT1G22882	locus:504956296	AT1G22882	""	3073	Chr1	8098392	8101464	A. thaliana	Galactose-binding protein;(source:Araport11)	Encodes a member of the mid-SUN subfamily of SUN-domain proteins that is localized to both the nuclear envelope and the ER.  It is involved in early seed development and nuclear morphology. Secreted peptide which functions in plant growth and pathogen defense.	Galactose-binding protein	AtSUN3, STMP1, SUN3
AT1G22900	locus:2017689	AT1G22900	""	994	Chr1	8103612	8104605	A. thaliana	Disease resistance-responsive (dirigent-like protein) family protein;(source:Araport11)	""	Disease resistance-responsive (dirigent-like protein) family protein	""
AT1G23180	locus:2201205	AT1G23180	""	3921	Chr1	8215721	8219641	A. thaliana	ARM repeat superfamily protein;(source:Araport11)	""	ARM repeat superfamily protein	""
AT1G23190	locus:2028110	PGM3	phosphoglucomutase 3	4740	Chr1	8219808	8224547	A. thaliana	Phosphoglucomutase/phosphomannomutase family protein;(source:Araport11)	Encodes a cytosolic phosphoglucomutase (PGM).  Two Arabidopsis PGM proteins (AT1G70730/PGM2 and AT1G23190/PGM3) have high sequence similarities and redundant functions. Mature plants possessing a single cPGM allele had a major reduction in cPGM activity. Whereas pgm2 and pgm3 single mutants are undistinguishable from the wild type, loss of both PGM2 and PGM3 severely impairs male and female gametophyte development. The mRNA is cell-to-cell mobile.	Phosphoglucomutase/phosphomannomutase family protein	PGM3
AT1G23830	locus:2034908	AT1G23830	""	1129	Chr1	8422960	8424088	A. thaliana	transmembrane protein;(source:Araport11)	""	""	""
AT1G23890	locus:2199872	AT1G23890	""	2101	Chr1	8438766	8440866	A. thaliana	NHL domain-containing protein;(source:Araport11)	""	NHL domain-containing protein	""
AT1G24400	locus:2024071	LHT2	lysine histidine transporter 2	2509	Chr1	8651407	8653915	A. thaliana	lysine histidine transporter 2;(source:Araport11)	High-affinity transporter for neutral and acidic amino acids, expressed in tapetum tissue of anthers. Transport of 1-Aminocyclopropane-1-carboxylic acid (ACC).	lysine histidine transporter 2	AATL2, ATLHT2, LHT2
AT1G25540	locus:2031200	PFT1	PHYTOCHROME AND FLOWERING TIME 1	5751	Chr1	8969065	8974815	A. thaliana	phytochrome and flowering time regulatory protein (PFT1);(source:Araport11)	Encodes a nuclear protein that acts in a phyB pathway (but downstream of phyB) and induces flowering in response to suboptimal light conditions.  PFT1 promotes flowering in CO dependent and independent pathways and integrates several environmental stimuli, such as light quality and JA-dependent defenses.  Mutants are hypo-responsive to far-red and hyper-responsive to red light and flower late under long day conditions.  Also shown to be a Mediator subunit regulating jasmonate-dependent defense.	phytochrome and flowering time regulatory protein (PFT1)	MED25, PFT1
AT1G26160	locus:2028746	AT1G26160	""	2628	Chr1	9044422	9047049	A. thaliana	Metal-dependent phosphohydrolase;(source:Araport11)	""	Metal-dependent phosphohydrolase	""
AT1G26560	locus:2197960	BGLU40	beta glucosidase 40	3756	Chr1	9178212	9181967	A. thaliana	beta glucosidase 40;(source:Araport11)	""	beta glucosidase 40	BGLU40
AT1G28110	locus:2010454	SCPL45	serine carboxypeptidase-like 45	3259	Chr1	9803641	9806899	A. thaliana	serine carboxypeptidase-like 45;(source:Araport11)	""	serine carboxypeptidase-like 45	SCPL45
AT1G29460	locus:2013618	AT1G29460	""	895	Chr1	10307352	10308246	A. thaliana	SAUR-like auxin-responsive protein family;(source:Araport11)	""	SAUR-like auxin-responsive protein family 	SAUR65
AT1G30825	locus:505006160	DIS2	DISTORTED TRICHOMES 2	2324	Chr1	10960908	10963231	A. thaliana	Arp2/3 complex, 34 kD subunit p34-Arc;(source:Araport11)	Involved in trichome maturation. mutant displays enlarged trichomes	Arp2/3 complex, 34 kD subunit p34-Arc	ARPC2A, DIS2
AT1G32320	locus:2028301	MKK10	MAP kinase kinase 10	918	Chr1	11655156	11656073	A. thaliana	MAP kinase kinase 10;(source:Araport11)	member of MAP Kinase Kinase	MAP kinase kinase 10	ATMKK10, MKK10
AT1G32450	locus:2033776	NRT1.5	nitrate transporter 1.5	4842	Chr1	11715147	11719988	A. thaliana	nitrate transporter 1.5;(source:Araport11)	Transmembrane nitrate transporter. Involved in xylem transport of nitrate from root to shoot. Induced in response to high and low concentrations of nitrate. Not involved in nitrate uptake. Expressed in root pericycle cells under the control of MYB59. Also functions as a proton-coupled H+/K+ antiporter for K+ loading into the xylem.	nitrate transporter 1.5	AtNPF7.3, NPF7.3, NRT1.5
AT1G32900	locus:2037950	GBSS1	granule bound starch synthase 1	3477	Chr1	11920390	11923866	A. thaliana	UDP-Glycosyltransferase superfamily protein;(source:Araport11)	""	UDP-Glycosyltransferase superfamily protein	GBSS1
AT1G33980	locus:2009026	UPF3	""	3608	Chr1	12351566	12355173	A. thaliana	Smg-4/UPF3 family protein;(source:Araport11)	Involved in mRNA surveillance, detects exported mRNAs with truncated open reading frames and initiates nonsense-mediated mRNA decay (NMD). Regulates AT1G72910, AT1G72940, and ADR1-LIKE 2 in a temperature dependent manner.	Smg-4/UPF3 family protein	ATUPF3, UPF3
AT1G34065	locus:505006167	SAMC2	S-adenosylmethionine carrier 2	2609	Chr1	12398428	12401036	A. thaliana	S-adenosylmethionine carrier 2;(source:Araport11)	""	S-adenosylmethionine carrier 2	SAMC2
AT1G34070	locus:2009016	AT1G34070	""	927	Chr1	12402283	12403209	A. thaliana	Copia-like polyprotein/retrotransposon;(source:Araport11)	""	""	""
AT1G34210	locus:2026097	SERK2	somatic embryogenesis receptor-like kinase 2	4342	Chr1	12458564	12462905	A. thaliana	somatic embryogenesis receptor-like kinase 2;(source:Araport11)	Plasma membrane LRR receptor-like serine threonine kinase expressed during embryogenesis in locules until stage 6 anthers, with higher expression in the tapetal cell layer. SERK1 and SERK2 receptor kinases function redundantly as an important control point for sporophytic development  controlling male gametophyte production. The mRNA is cell-to-cell mobile.	somatic embryogenesis receptor-like kinase 2	ATSERK2, SERK2
AT1G43670	locus:2031103	FBP	fructose-1,6-bisphosphatase	3203	Chr1	16467298	16470500	A. thaliana	Inositol monophosphatase family protein;(source:Araport11)	Encodes a fructose-1,6-bisphosphatase. This enzyme, in addition to catalyzing the formation of fructose-6-phosphate for sucrose biosynthesis, appears to play a role in fructose-mediated signaling that is independent of its enzymatic activity. atcfbp-1/fins1 mutants have reduced photosynthetic rates, elevated levels of starch and reduced levels of sucrose during the day. Although the protein is expected to be cytosolic, a GFP-tagged version localizes to the cytoplasm and the nucleus. The mRNA is cell-to-cell mobile.	Inositol monophosphatase family protein	AtcFBP, cyfbp, FBP, FINS1
AT1G43890	locus:2029167	RAB18	RAB GTPASE HOMOLOG B18	1953	Chr1	16646696	16648648	A. thaliana	RAB GTPASE HOMOLOG B18;(source:Araport11)	ras-related small GTPase	RAB GTPASE HOMOLOG B18	ATRAB-C1, ATRAB18, ATRABC1, RAB18, RAB18-1, RABC1
AT1G43980	locus:2037124	AT1G43980	""	2134	Chr1	16687430	16689563	A. thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein;(source:Araport11)	""	Tetratricopeptide repeat (TPR)-like superfamily protein	""
AT1G48840	locus:2200844	AT1G48840	""	3676	Chr1	18061356	18065031	A. thaliana	Plant protein of unknown function (DUF639);(source:TAIR10)	""	Plant protein of unknown function (DUF639)	""
AT1G48870	locus:2028539	AT1G48870	""	4283	Chr1	18072123	18076405	A. thaliana	Transducin/WD40 repeat-like superfamily protein;(source:Araport11)	""	Transducin/WD40 repeat-like superfamily protein	""
AT1G49470	locus:2010252	AT1G49470	""	1287	Chr1	18310428	18311714	A. thaliana	transmembrane epididymal protein (DUF716);(source:Araport11)	""	Family of unknown function (DUF716) 	""
AT1G49980	locus:2031050	AT1G49980	""	5419	Chr1	18507922	18513340	A. thaliana	DNA/RNA polymerases superfamily protein;(source:Araport11)	""	DNA/RNA polymerases superfamily protein	""
AT1G50140	locus:2031005	AT1G50140	""	9497	Chr1	18569686	18579182	A. thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)	""	P-loop containing nucleoside triphosphate hydrolases superfamily protein	""
AT1G50180	locus:2011982	AT1G50180	""	3173	Chr1	18583964	18587136	A. thaliana	NB-ARC domain-containing disease resistance protein;(source:Araport11)	Host immune receptor which recognizes the conserved effectors AvrE and HopAA1.	NB-ARC domain-containing disease resistance protein	CAR1
AT1G51800	locus:2017557	IOS1	IMPAIRED OOMYCETE SUSCEPTIBILITY 1	3982	Chr1	19214072	19218053	A. thaliana	Leucine-rich repeat protein kinase family protein;(source:Araport11)	The gene encodes a putative member of  the LRR-RLK protein family. Expressin and mutant analysis revealed that it contributes to the interaction between Arabidopsis and Hyaloperonospora arabidopsidis.  and The mRNA is cell-to-cell mobile.	Leucine-rich repeat protein kinase family protein	IOS1
AT1G52340	locus:2018149	ABA2	ABA DEFICIENT 2	1857	Chr1	19489794	19491650	A. thaliana	NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11)	Encodes a cytosolic short-chain dehydrogenase/reductase involved in the conversion of xanthoxin to ABA-aldehyde during ABA biosynthesis.  Mutants are insensitive to sucrose and glucose.	NAD(P)-binding Rossmann-fold superfamily protein	ABA2, ATABA2, ATSDR1, GIN1, ISI4, SDR1, SIS4, SRE1
AT1G53280	locus:2009650	DJ1B	DJ-1 homolog B	2664	Chr1	19864726	19867389	A. thaliana	Class I glutamine amidotransferase-like superfamily protein;(source:Araport11)	Encodes a homolog of animal DJ-1 superfamily protein.  In the A. thaliana genome, three genes encoding close homologs of human DJ-1 were identified AT3G14990 (DJ1A), AT1G53280 (DJ1B) and AT4G34020 (DJ1C).  Among the three homologs, DJ1C is essential for chloroplast development and viability. It exhibits glyoxalase activity towards glyoxal and methylglyoxal.	Class I glutamine amidotransferase-like superfamily protein	AtDJ1B, DJ-1b, DJ1B
AT1G53440	locus:2203718	AT1G53440	""	5694	Chr1	19945869	19951562	A. thaliana	Leucine-rich repeat transmembrane protein kinase;(source:Araport11)	""	Leucine-rich repeat transmembrane protein kinase	""
AT1G53580	locus:2024922	GLY3	glyoxalase II  3	2188	Chr1	19991271	19993458	A. thaliana	glyoxalase II 3;(source:Araport11)	Mononuclear Fe(II)-containing member of  the b-lactamase fold superfamily. ETHE1 is homodimeric in  solution, exhibits low-level esterase activity, and specifically binds  a single Fe(II) atom in the active site.	glyoxalase II  3	ETHE1, GLX2-3, GLY3
AT1G61010	locus:2206076	CPSF73-I	cleavage and polyadenylation specificity factor 73-I	3499	Chr1	22474267	22477765	A. thaliana	cleavage and polyadenylation specificity factor 73-I;(source:Araport11)	""	cleavage and polyadenylation specificity factor 73-I	CPSF73-I
AT1G61360	locus:2197649	AT1G61360	""	4312	Chr1	22637688	22641999	A. thaliana	S-locus lectin protein kinase family protein;(source:Araport11)	""	S-locus lectin protein kinase family protein	""
AT1G63020	locus:2015163	NRPD1A	nuclear RNA polymerase D1A	7905	Chr1	23354685	23362589	A. thaliana	nuclear RNA polymerase D1A;(source:Araport11)	Encodes one of two alternative largest subunits of a putative plant-specific RNA polymerase IV (aka RNA polymerase D).  Required for posttranscriptional gene silencing.	nuclear RNA polymerase D1A	NRPD1, NRPD1A, POL IVA, SDE4, SMD2
AT1G63110	locus:2015183	AT1G63110	""	3432	Chr1	23404688	23408119	A. thaliana	GPI transamidase subunit PIG-U;(source:Araport11)	""	GPI transamidase subunit PIG-U	""
AT1G63245	locus:504956189	CLE14	CLAVATA3/ESR-RELATED 14	687	Chr1	23460198	23460884	A. thaliana	CLAVATA3/ESR-RELATED 14;(source:Araport11)	Member of a large family of putative ligands homologous to the Clavata3 gene.  Consists of a single exon. Can not replace CLV3 function in vivo.	CLAVATA3/ESR-RELATED 14	CLE14
AT1G63990	locus:2024598	SPO11-2	sporulation 11-2	2544	Chr1	23742842	23745385	A. thaliana	sporulation 11-2;(source:Araport11)	Encodes AtSPO11-2, one of the three Arabidopsis homologues of the archaeal DNA topoisomerase VIA subunit (topo VIA).  Required for meiotic recombination.  Plants homozygous for atspo11-2 exhibit a severe sterility phenotype.  Both male and female meiosis are severely disrupted in the atspo11-2 mutant, and this is associated with severe defects in synapsis during the first meiotic division and reduced meiotic recombination.  AtSPO11-1 and AtSPO11-2 have overlapping functions (i.e. both required for meiotic recombination) whereas AtSPO11-3 functions in DNA replication. Required for double-strand break induction.	sporulation 11-2	SPO11-2
AT1G64160	locus:2024593	DIR5	dirigent protein 5	897	Chr1	23813943	23814839	A. thaliana	Disease resistance-responsive (dirigent-like protein) family protein;(source:Araport11)	Encodes a dirigent protein involved in the synthesis of (-)pinoresinol.   Dirigent proteins impart stereoselectivity on the phenoxy radical coupling reaction yielding optically active lignans from two molecules of coniferyl alcohol.	Disease resistance-responsive (dirigent-like protein) family protein	AtDIR5, DIR5
AT1G64300	locus:2014255	AT1G64300	""	2980	Chr1	23863066	23866045	A. thaliana	Protein kinase family protein;(source:Araport11)	""	Protein kinase family protein	""
AT1G64550	locus:2019409	ABCF3	ATP-binding cassette F3	4865	Chr1	23968750	23973614	A. thaliana	general control non-repressible 3;(source:Araport11)	Encodes a member of GCN subfamily. Predicted to be involved in stress-associated protein translation control. The mutant is affected in MAMP ((microbe-associated molecular patterns)-induced stomatal closure, but not other MAMP-induced responses in the leaves.	general control non-repressible 3	ABCF3, AtABCF3, AtGCN20, ATGCN3, GCN20, GCN3, SCORD5
AT1G64870	locus:2010881	AT1G64870	""	915	Chr1	24102917	24103831	A. thaliana	hypothetical protein;(source:Araport11)	""	""	""
AT1G65032	locus:4515102717	AT1G65032	""	986	Chr1	24158650	24159635	A. thaliana	COMPLEX 1 LYR-like protein;(source:Araport11)	""	""	""
AT1G65550	locus:2034104	AT1G65550	""	3107	Chr1	24367694	24370800	A. thaliana	Xanthine/uracil permease family protein;(source:Araport11)	""	Xanthine/uracil permease family protein	""
AT1G65630	locus:2018476	DEG3	degradation of periplasmic proteins 3	2608	Chr1	24406461	24409068	A. thaliana	DegP protease 3;(source:Araport11)	Encodes a putative DegP protease.	DegP protease 3	DEG3, DegP3
AT1G65680	locus:2018521	EXPB2	expansin B2	1408	Chr1	24427266	24428673	A. thaliana	expansin B2;(source:Araport11)	member of BETA-EXPANSINS. Naming convention from the Expansin Working Group (Kende et al, 2004. Plant Mol Bio)	expansin B2	ATEXPB2, ATHEXP BETA 1.4, EXPB2
AT1G65780	locus:2018536	AT1G65780	""	3931	Chr1	24462958	24466888	A. thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein;(source:Araport11)	""	P-loop containing nucleoside triphosphate hydrolases superfamily protein	""
AT1G67090	locus:2033686	RBCS1A	ribulose bisphosphate carboxylase small chain 1A	1510	Chr1	25048158	25049667	A. thaliana	ribulose bisphosphate carboxylase small chain 1A;(source:Araport11)	Encodes a member of the Rubisco small subunit (RBCS) multigene family: RBCS1A (At1g67090), RBCS1B (At5g38430), RBCS2B (At5g38420), and RBCS3B (At5g38410). Functions to yield sufficient Rubisco content for leaf photosynthetic capacity.	ribulose bisphosphate carboxylase small chain 1A	RBCS1A
